,facility_name,facility_type,address,lat,long,modified_name,google_place_id,num_ratings,avg_rating,W,weighted_rating
1352,Jurong East ClubFITT Gym,Gym,21 Jurong East St. 31 609517,1.34621561227092,103.728835249034,Jurong East ClubFITT Gym 21 Jurong East St. 31,ChIJWaHnCyAQ2jERPzL-9jFkzWA,159.0,4.0,0.008046151510551085,3.496886717133049
1353,Jurong West ClubFITT Gym,Gym,20 Jurong West St 93 648965,1.33841806492775,103.69376890219,Jurong West ClubFITT Gym 20 Jurong West St 93,ChIJEwW7gpoP2jER4o0mrMTZddM,1569.0,4.3,0.07939881584940034,3.556896022577717
1354,Pasir Ris ClubFITT Gym,Gym,120 Pasir Ris Central 519640,1.37444845586245,103.95182250042,Pasir Ris ClubFITT Gym 120 Pasir Ris Central,ChIJ63CtJbA92jERHCySfnqil9c,721.0,4.2,0.03648600779312788,3.5186084501155714
1356,Central Pilates,Gym,10 Winstedt Road 227977,1.30992450385743,103.841910545157,Central Pilates 10 Winstedt Road,ChIJw4GK_eoZ2jER28PL-Qb3IZY,5.0,5.0,0.00025302363240726686,3.493187111158196
1357,Gold's Gym - IBP Jurong East,Gym,2 International Business Park 609930,1.3296904778472,103.746960566285,Gold's Gym - IBP Jurong East 2 International Business Park,ChIJ39e1OG0Z2jERoWzKHoq_YO0,7.0,4.9,0.00035423308537017357,3.4933042301546644
1358,Pure Fitness - Knightsbridge,Gym,3 Orchard Road 18960,1.27900797406852,103.851103466005,Pure Fitness - Knightsbridge 3 Orchard Roa,ChIJrWLwHZIZ2jERm7Z5Zc5lx8s,91.0,4.3,0.004605030109812256,3.4965229091965533
1360,Breathe Pilates - Novena,Gym,10 Sinaran Drive 307506,1.32042967863542,103.843892126913,Breathe Pilates - Novena 10 Sinaran Drive,ChIJg94KXecZ2jER9qYtd6Q6fCk,34.0,4.7,0.0017205607003694145,3.4948828063706614
1361,Delta ClubFITT Gym,Gym,900 Tiong Bahru Road 158790,1.28907794925009,103.819773109932,Delta ClubFITT Gym 900 Tiong Bahru Road,ChIJy5EXsyoa2jERNfQ1b93bPI4,359.0,3.9,0.01816709680684176,3.5002032926565985
1362,Yogapoint Singapore,Gym, 3rd Floor 31B Kreta Ayer Road 88998,1.28065569131695,103.842160502746,Yogapoint Singapore  3rd Floor 31B Kreta Ayer Roa,ChIJ-yXHi3IZ2jERYUa8rrv_1WI,8.0,4.8,0.00040483781185162695,3.4933349570533334
1363,Amore Fitness - Woodlands Civic Centre,Gym,900 South Woodlands Drive 730900,1.43507789397688,103.78661961568,Amore Fitness - Woodlands Civic Centre 900 South Woodlands Drive,ChIJqVqJA6YT2jERFh8EoxjtHCM,11.0,3.4,0.000556651991295987,3.4927540948871387
1364,Ananda Marga Yoga Society of Singapore - MacPherson,Gym,439 A MacPherson Road 368150,1.33201025602617,103.881024688613,Ananda Marga Yoga Society of Singapore - MacPherson 439 A MacPherson Road,ChIJEeR2P48X2jERS7johuzX1dU,0.0,0.0,0.0,3.492805755395683
1365,Jal Yoga,Gym,991 Alexandra Road 119964,1.27441958484294,103.802911911187,Jal Yoga 991 Alexandra Road,ChIJ5Uo3R8Eb2jERj9OPyrbG-Lg,109.0,5.0,0.0055159151864784175,3.501119311018469
1366,One Wellness Fitness Club,Gym,164A New Bugis St 188440,1.30091799345463,103.855247873282,One Wellness Fitness Club 164A New Bugis St,ChIJA10OW1EBBBARnwHv6RSadVk,14.0,4.2,0.0007084661707403471,3.4933067785941274
1367,The Gym Nation,Gym,101 Bukit Panjang Road 679910,1.38158679370649,103.764659583272,The Gym Nation 101 Bukit Panjang Road,ChIJ3S44BLAR2jERHqrWoQ8Ysp4,5.0,4.2,0.00025302363240726686,3.49298469225227
1368,The Yoga Shala,Gym,11 Yan Kit Road 88266,1.27652575407135,103.841918377905,The Yoga Shala 11 Yan Kit Roa,ChIJS6R8-2wZ2jERDAuTMWGWh70,12.0,4.7,0.0006072567177774404,3.4935388322103815
1369,Total Yoga - Orchard Road,Gym,8 Claymore Hill 229572,1.30763492632515,103.83203806691,Total Yoga - Orchard Road 8 Claymore Hill,ChIJSX7Rqcci2jERG20rj_oaXnw,0.0,0.0,0.0,3.492805755395683
1370,True Fitness - Chevron House,Gym,30 Raffles Place 48622,1.28423792027966,103.851927274914,True Fitness - Chevron House 30 Raffles Plac,ChIJ0wDytA4Z2jERqV6E67aUcNU,27.0,2.3,0.0013663276149992408,3.491175991952756
1371,True Fitness - NTUC Income Tampines Junction,Gym,300 Tampines Avenue 5 529652,1.35429510351818,103.93963580414,True Fitness - NTUC Income Tampines Junction 300 Tampines Avenue 5,ChIJCQAZShI92jERwIwnFxAxhqM,183.0,3.9,0.009260664946105966,3.496576644862946
1372,True Fitness - Parkway Parade,Gym,80 Marine Parade Road 449269,1.30119131472187,103.905113590458,True Fitness - Parkway Parade 80 Marine Parade Road,ChIJk-aJWKwi2jERpe1dhhDBga0,108.0,4.0,0.005465310459996963,3.4955777294059693
1373,True Fitness - VivoCity,Gym,1 Harbourfront Walk 98585,1.26439468181096,103.821808629396,True Fitness - VivoCity 1 Harbourfront Wal,ChIJ4zfXX-Ib2jER_reok6Qf-vQ,117.0,3.3,0.005920752998330044,3.491664200141329
1374,True Yoga - Ocean Financial Centre,Gym,10 Collyer Quay 49315,1.28298072623658,103.851838945741,True Yoga - Ocean Financial Centre 10 Collyer Qua,ChIJwQvcvw4Z2jERxMutX9_PANk,64.0,4.1,0.0032387024948130156,3.494772276910519
1375,True Yoga - Pacific Plaza,Gym,9 Scotts Road 228210,1.30653722380828,103.832126408154,True Yoga - Pacific Plaza 9 Scotts Road,ChIJhfaraY0Z2jERXktLgR0lNrc,70.0,2.4,0.003542330853701736,3.488934675851242
1376,Viva Fit Singapore - Beach Road,Gym,67 Beach Rd 189688,1.29695905771991,103.856304899664,Viva Fit Singapore - Beach Road 67 Beach Rd,ChIJ9dDAia8Z2jERA54eQnY6uAY,0.0,0.0,0.0,3.492805755395683
