,index,licence_numbers,business_name,name_of_license,premise_address,lat,long,isLatLongAvailable
290,290,NW17872B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 NORTHPOINT DRIVE #B2-103,#B2-106,#B2-104,#B2-107,#B2-105, NORTHPOINT CITY S(768019)",1.42875460572994,103.836324536111,True
291,291,NW17908L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"676 WOODLANDS DRIVE 71 #B1-02, S(730676)",1.43991699638813,103.800779709518,True
292,292,NW17990N000,U Stars Supermarket,U STARS PTE. LTD.,"691 WOODLANDS DRIVE 73 #01-06, S(730691)",1.44062992421831,103.806198056529,True
293,293,NW18021V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"105 CANBERRA STREET #02-05, S(750105)",1.44885564679911,103.832409172149,True
294,294,NW18091N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"29A GHIM MOH LINK #01-01, S(271029)",1.30859676574975,103.784545203331,True
295,295,NW18192E000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"598 YISHUN RING ROAD #01-01, WISTERIA MALL S(768698)",1.41798969122298,103.841317292608,True
296,296,NW18310J000,TASTY FARM,SONG FISH DEALER PTE LTD,"676 WOODLANDS DRIVE 71 #01-04, S(730676)",1.43991699638813,103.800779709518,True
297,297,NW18478E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"675 YISHUN AVENUE 4 #01-10, S(760675)",1.42006293748965,103.843561434577,True
298,298,NW18649C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"785E WOODLANDS RISE #01-01, S(735785)",1.44679888115266,103.805489772817,True
299,299,NW18778K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"573 WOODLANDS DRIVE 16 #02-01, S(730573)",1.43109807246887,103.798507621177,True
300,300,NW18A75V000,-,ANG MO SUPERMARKET PTE LTD,"260 ANG MO KIO STREET 21 #01-05, MULTI STOREY CAR PARK S(560260)",1.36891617080101,103.834499516963,True
301,301,NW18B29C000,ANG MO SUPERMARKET,ANG MO SUPERMARKET PTE LTD,"120 CANBERRA CRESCENT #01-10, MULTI STOREY CAR PARK S(750120)",1.4456745290189,103.831508132401,True
302,302,NW19066J000,RAJ AGRO TRADING,RAJ AGRO TRADING PTE. LTD.,"11 KRANJI CLOSE #01-17/18, S(737673)",1.42816791062135,103.752608291345,True
303,303,NW19111K000,AJMAL TRADING GROUP,AJMAL  TRADING GROUP PTE. LTD.,"11 KRANJI CLOSE #01-02/03, S(737673)",1.42816791062135,103.752608291345,True
304,304,NW19252J000,PRIME FOOD & GROCER,PRIME SUPERMARKET (1996) PTE LTD,"461 YISHUN AVENUE 6 #01-01,#01-02, MULTI STOREY CAR PARK S(760461)",1.42841471915126,103.849972824055,True
305,305,NW19637C000,YEO EXPRESS,YEO WHOLESALE AND TRADING PTE. LTD.,"443C FAJAR ROAD #01-70, FAJAR HILLS S(673443)",1.38057053056182,103.76973269177,True
306,306,S02021B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"510 BISHAN STREET 13 #01-520, S(570510)",1.34888843900173,103.849691980101,True
307,307,S02023V000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"9 BISHAN PLACE #B1-20, JUNCTION 8 SHOPPING CENTRE S(579837)",1.3503246633838,103.848557944325,True
308,308,S02024X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"205 HOUGANG STREET 21 #01-133, HEARTLAND MALL- KOVAN (SUPERMARKET) S(530205)",1.35954450890401,103.885169070198,True
309,309,S02025P000,CHIN GUAN HIN MINIMART,LIM KING CHEW,"6 HOUGANG AVENUE 3 #01-82, S(530006)",1.36271446291047,103.893980503167,True
310,310,S02026N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"90 HOUGANG AVENUE 10 #B1-07, HOUGANG MALL S(538766)",1.37248308734511,103.893788141349,True
311,311,S02027L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"682 HOUGANG AVENUE 4 #01-310, S(530682)",1.37361587694624,103.885758919948,True
312,312,S02028K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"202 HOUGANG STREET 21 #01-00, S(530202)",1.35752772716505,103.884086008717,True
313,313,S02029J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 HOUGANG STREET 91 #02-01, HOUGANG POINT S(538692)",1.37560507051107,103.879455004929,True
314,314,S02031V000,CHOP AH TAT MINI SUPERMARKET,TAN CHUAN BOON,"309 HOUGANG AVENUE 5 #01-293, S(530309)",1.36620554681345,103.895152424666,True
315,315,S02033P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"440 PASIR RIS DRIVE 4 #01-01, S(510440)",1.36899801064525,103.958647641559,True
316,316,S02034N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 PASIR RIS CENTRAL STREET 3 #B1-10, S(518457)",1.37234519149636,103.949805421214,True
317,317,S02036K000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"9 TAMPINES STREET 32 #01-30, S(529286)",1.35416723967718,103.959935925418,True
318,318,S02037J000,ONE SUPERMARKET,ONE SUPERMARKET PTE. LTD.,"201B TAMPINES STREET 21 #01-1091, S(522201)",1.35343545338046,103.953023672678,True
319,319,S02038E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"829 TAMPINES STREET 81 #01-284/8, S(520829)",1.34922100236977,103.934914286623,True
320,320,S02039C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"4 TAMPINES CENTRAL 5 #B1-12, TAMPINES MALL S(529510)",1.35259361362837,103.944785968039,True
321,321,S02040X000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"823 TAMPINES STREET 81 #01-160, S(520823)",1.34873284518969,103.934010232785,True
322,322,S02041P000,Prime Food & Grocer,PRIME SUPERMARKET (1996) PTE LTD,"2 TAMPINES CENTRAL 5 #B1-07, CENTURY SQUARE S(529509)",1.35229139706407,103.943849611798,True
323,323,S02048B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"739A BEDOK RESERVOIR ROAD #01-01, MULTI STOREY CAR PARK S(471739)",1.33824203227296,103.923303932165,True
324,324,S02049A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"745 BEDOK RESERVOIR ROAD #01-3015, S(470745)",1.33741910491466,103.921782969068,True
325,325,S02051L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"192 LORONG 4 TOA PAYOH #01-672, S(310192)",1.33160440678674,103.85051153757,True
326,326,S02052K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"475 TAMPINES STREET 44 #01-145, S(520475)",1.36032332368955,103.953125965232,True
327,327,S02053J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"107 TAMPINES STREET 11 #01-353/9, S(521107)",1.34832915462114,103.948430663533,True
328,328,S02054E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"11 RIVERVALE CRESCENT #03-01, RIVERVALE MALL S(545082)",1.39221732695142,103.904473070943,True
329,329,S02055C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"118 RIVERVALE DRIVE #01-08, RIVERVALE PLAZA S(540118)",1.38544833801428,103.901925969477,True
330,330,S02056B000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"301 UPPER THOMSON ROAD #03-25, THOMSON PLAZA S(574408)",1.35502885653149,103.831053292454,True
331,331,S02057A000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"181 LORONG 4 TOA PAYOH #01-602, S(310181)",1.33355772097994,103.850977857277,True
332,332,S02058V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"200 UPPER THOMSON ROAD #B1-01, THOMSON IMPERIAL COURT S(574424)",1.35184499157062,103.836053648292,True
333,333,S02059X000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"106 HOUGANG AVENUE 1 #01-1213, S(530106)",1.35370313485788,103.890680820842,True
334,334,S02103A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"500 LORONG 6 TOA PAYOH, HDB HUB S(310500)",1.33276117944875,103.8471181837,True
335,335,S02127E000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"108 PUNGGOL FIELD #01-02, S(820108)",1.39649861628108,103.908866307025,True
336,336,S02151E000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"263 COMPASSVALE STREET #01-01, S(540263)",1.39484816528775,103.896042268385,True
337,337,S02169J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"525 ANG MO KIO AVENUE 10 #01-2401, S(560525)",1.37264569640251,103.853890703815,True
338,338,S02185J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"982 BUANGKOK CRESCENT #01-01, S(530982)",1.38089498895572,103.879323168238,True
339,339,S02204N000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"260 KIM KEAT AVENUE #01-01, S(310260)",1.33211277447272,103.857378073376,True
340,340,S02210X000,GIANT EXPRESS,COLD STORAGE SINGAPORE (1983) PTE LTD,"631 BEDOK RESERVOIR ROAD #01-954, S(470631)",1.33295873271663,103.914941831215,True
341,341,S91085V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"110 LENGKONG TIGA #01-233/5, S(410110)",1.3239768755418,103.91068964878,True
342,342,S93171X000,ang mo,ANG MO SUPERMARKET PTE LTD,"642 HOUGANG AVENUE 8 #01-197, S(530642)",1.37169878879803,103.879948293051,True
343,343,S94081C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"279 BISHAN STREET 24 #01-62/64, S(570279)",1.35722283090964,103.843785252615,True
344,344,S97079B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"4 LORONG 7 TOA PAYOH #01-107, S(310004)",1.33904479783226,103.85554106336,True
345,345,S97166P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"21 HOUGANG STREET 51 #01-52, HOUGANG GREEN SHOPPING MALL S(538719)",1.37931783499145,103.88784708944,True
346,346,S98084K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"734 PASIR RIS STREET 72 #01-37, (PASIR RIS 734 NEW MARKET) S(510734)",1.37969802061042,103.936270775161,True
347,347,SCE19004X000,MURUGAN TRADERS,MURUGAN TRADERS PTE. LTD.,"88 DESKER ROAD, S(209610)",1.30849533074696,103.85574632461,True
348,348,SCE19007L000,HAO MART,HAO MART PTE. LTD.,"13 STAMFORD ROAD #B2-13,#B2-14,#B2-15,#B2-16,#B2-17,#B2-18,#B2-19,#B2-20,#B2-21, CAPITOL PIAZZA S(178905)",1.29307884763132,103.851261982149,True
349,349,SCE19016K000,The Iron Grocer,THE IRON GROCER PTE. LTD.,"225 LAVENDER STREET, (FIRST STOREY) S(338776) (FIRST STOREY)",1.31474015468409,103.859504689114,True
350,350,SCE19018E000,The Gourmet Pantry,"American Club, The","10 CLAYMORE HILL, AMERICAN CLUB S(229573)",1.30834380578061,103.83263001321,True
351,351,SCE19020X000,Jasons Deli By Cold Storage,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 ORCHARD TURN #B4-01, ION ORCHARD S(238801)",1.30399286856099,103.831988903795,True
352,352,SCE20024E000,Ryan's Grocery,RYAN'S GROCERY (GWC) PTE. LTD.,"1 KIM SENG PROMENADE #B1-144,#B1-145, GREAT WORLD CITY S(237994)",1.2934759620704,103.831975865363,True
353,353,SCE20032E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 SERANGOON ROAD #B1-06,#B1-07,#B1-08,#B1-09, TEKKA PLACE S(218227)",1.30512222179237,103.851438822181,True
354,354,SCE20035A000,Mmmm!,WATER TIGER TRADING PTE. LTD.,"238 THOMSON ROAD #01-79/80, NOVENA SQUARE S(307683)",1.31996748439185,103.843850630993,True
355,355,SCE20042B000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"233 LORONG 8 TOA PAYOH #01-260, TOA PAYOH EIGHT S(310233)",1.33828365922679,103.858467966719,True
356,356,SCE20053X000,PANDANOW,DELIVERY HERO STORES (SINGAPORE) PTE. LTD.,"265/267 OUTRAM ROAD, (265/267 OUTRAM ROAD) S(169059) (PART-OF)",1.2852701202985,103.834567181699,True
357,357,SCE20058J000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"106 BIDADARI PARK DRIVE #01-06, S(340106)",1.33369947750043,103.870796085779,True
358,358,SCE20059E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"455 SENGKANG WEST AVENUE #01-16, S(790455)",1.39183688254074,103.871190376558,True
359,359,SCE20061X000,AIM,HAO MART PTE. LTD.,"90 BRAS BASAH ROAD #B1-13,#B1-13A,#B1-14,#B1-14A,#B1-15,#B1-15A,#B1-16,#B1-16A,#B1-17,#B1-17A, ESPLANADE MRT STATION S(189562)",1.29340307188861,103.854463360145,True
360,360,SCE20063N000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"12 ALEXANDRA VIEW #01-18, ARTRA S(158736)",1.29012765494819,103.816552347869,True
361,361,SCE20072L000,Big Harvest Supermarket,BIG HARVEST SUPERMARKET PTE. LTD.,"279 BALESTIER ROAD #01-06, BALESTIER POINT S(329727)",1.32269359217429,103.852094030171,True
362,362,SCE20083E000,BOOTLE'S,BOOTLE'S PTE. LTD.,"733 HAVELOCK ROAD #01-00, S(169651) (735 & 737)",1.28933450823794,103.827590181043,True
363,363,SCE20090J000,CHOROK MARKET,CHOROK MARKET PTE. LTD.,"277 ORCHARD ROAD #B1-05, ORCHARD GATEWAY S(238858)",1.30048912114759,103.839325098624,True
364,364,SCE20097P000,FAMILY NEEDS,FAMILY NEEDS  CITYGATE PTE. LTD.,"371 BEACH ROAD #01-06,#01-07, CITY GATE S(199597)",1.30231590504573,103.862331661034,True
365,365,SCE20100P000,CHINESE INTERNATIONAL COMMODITY CITY,CHINESE INTERNATIONAL COMMODITY CITY PTE. LTD.,"1 PARK ROAD #04-63,#05-01, PEOPLE'S PARK COMPLEX S(059108)",1.28404487854559,103.842590753293,True
366,366,SCE20103K000,Meidi-Ya Supermarket,MEIDI-YA SINGAPORE CO (PTE) LTD,"9 RAFFLES BOULEVARD #02-26/36, MILLENIA WALK S(039596)",1.29260544462492,103.859724944443,True
367,367,SCE20105E000,Our Boss,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",1.32686143130016,103.812305598569,True
368,368,SCE20118X000,-,TAM KAH SHARK'S FIN PTE. LTD.,"28 JALAN KELULUT, SELETAR HILLS ESTATE S(809045)",1.3834407291726,103.875489703255,True
369,369,SCE20119P000,Green Olive Group,GREEN OLIVE GROUP PTE. LTD.,"1 PARK ROAD #02-70, PEOPLE'S PARK COMPLEX S(059108)",1.28404487854559,103.842590753293,True
370,370,SCE21010K000,MB Supermart,MUOI MUOI TRADING,"3 ST. GEORGE'S ROAD #01-113, ST GEORGE'S WEST GARDENS S(320003)",1.3225873518737,103.861107276991,True
371,371,SCE21013C000,Atas Palate,ATAS PALATE PRIVATE LIMITED,"138 ROBINSON ROAD #03-10, OXLEY TOWER S(068906)",1.27870608494088,103.848418970551,True
372,372,SCE21019N000,JAPANHOLIC,JAPANHOLIC PTE. LTD.,"138 ROBINSON ROAD #02-36, OXLEY TOWER S(068906)",1.27870608494088,103.848418970551,True
373,373,SCE21023A000,MEATMAN,GROCER@EMPRESS PTE. LTD.,"17 JASMINE ROAD, ADELPHI PARK ESTATE S(576585) (1st Storey)",1.35511675331775,103.830147972899,True
374,374,SCE21026P000,Maturo,MATURO PTE. LTD.,"371 BEACH ROAD #B1-17, CITY GATE S(199597)",1.30231590504573,103.862331661034,True
375,375,SCE21033X000,Sol Mart,SOL MART PTE. LTD.,"10 SINARAN DRIVE #03-06,#03-07,#03-08, SQUARE 2 S(307506)",1.32044103104797,103.844192628979,True
376,376,SCE21048C000,SANKRANTI FRESH,CALIBER ESSENTIALS PTE. LTD.,"80 SYED ALWI ROAD #01-01, S(207659)",1.308907388657,103.856134843824,True
377,377,SCE21051N000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"3 TEMASEK BOULEVARD #02-380,#02-381,#02-382,#02-383,#02-384,#02-385,#02-386,#02-387,#02-379, SUNTEC CITY MALL S(038983)",1.29487905002429,103.857675494346,True
378,378,SE04012L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 JOO CHIAT ROAD #01-1139, JOO CHIAT COMPLEX S(420002)",1.31552186936095,103.898992245034,True
379,379,SE04040C000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"1 UPPER ALJUNIED LANE #01-01, S(360001)",1.33429242274696,103.878791059137,True
380,380,SE04069A000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"209 NEW UPPER CHANGI ROAD #01-631, S(460209)",1.32464544711794,103.931111525301,True
381,381,SE04109X000,MCP FAIRMART,MCP FAIRMART PTE. LTD.,"89 BEDOK NORTH STREET 4 #01-107, S(460089)",1.33295683726302,103.938220862136,True
382,382,SE04130B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"41 JALAN TIGA #01-05, S(390041)",1.30780796198663,103.884767622977,True
383,383,SE05117K000,FAIRPRICE,TEO BOBBY,"253 SERANGOON CENTRAL DRIVE #01-241, S(550253)",1.35368269478836,103.870913317584,True
384,384,SE06112L000,HAO MART,HAO MART PTE. LTD.,"15 SIGLAP ROAD #01-01, MANDARIN GARDENS S(448912)",1.30706075671037,103.9237697621,True
385,385,SE06125B000,HAO MART,HAO MART PTE. LTD.,"54 BAYSHORE ROAD #01-07-08, BAYSHORE PARK S(469979)",1.31179544227276,103.936894506125,True
386,386,SE06465L000,sing hiong market bakery,TAN PAK NANG,"387 UPPER ALJUNIED ROAD, S(367872)",1.33312324236673,103.878841894011,True
387,387,SE06616X000,Hoe Kee Huat Supermarket,LIN POH LING,"212 LORONG 8 TOA PAYOH #01-43/45, S(310212)",1.34065219732116,103.854334496927,True
388,388,SE07216L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"5 STADIUM WALK #B1-01, LEISURE PARK S(397693)",1.30230108377856,103.876473975339,True
389,389,SE07559P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"65 AIRPORT BOULEVARD #B2-10, CHANGI AIRPORT TERMINAL 3 S(819663)",1.35556855805419,103.985852088983,True
390,390,SE09608P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"56 MARINE TERRACE #01-259, S(440056)",1.30560569433107,103.91537607851,True
391,391,SE09706N000,-,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 EUNOS CRESCENT #01-2619, S(400005)",1.32118979057455,103.903266270232,True
392,392,SE10564B000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"23 SERANGOON CENTRAL #03-42, NEX S(556083)",1.35076935257845,103.872296143862,True
393,393,SE10579K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"23 SERANGOON CENTRAL #B2-44/45, NEX S(556083)",1.35076935257845,103.872296143862,True
394,394,SE11071C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"89 BEDOK NORTH STREET 4 #01-77/79, S(460089)",1.33295683726302,103.938220862136,True
395,395,SE11136C000,I-TEC SUPERMART,I-TEC SUPERMART PTE LTD,"498/500 GEYLANG ROAD, GREEN COURT S(389456)",1.313289737192,103.885153835516,True
396,396,SE11317V000,EN FROZEN,EN FROZEN PTE. LTD.,"1 GEYLANG SERAI #01-198, S(402001)",1.31673634930331,103.898227885022,True
397,397,SE11505P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"291 JOO CHIAT ROAD #01-01, S(427543)",1.3098709702541,103.902354993065,True
398,398,SE11577E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"612-620 GEYLANG ROAD, S(389551)",1.31415001272084,103.888544866086,True
399,399,SE11799C000,ULTRAMART,CP MANAGEMENT SERVICES PRIVATE LIMITED,"80 TANAH MERAH COAST ROAD #01-02, CHANGI LODGE 2 S(498820)",1.32736602101872,104.004244172964,True
400,400,SE11947P000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 CHANGI BUSINESS PARK CENTRAL 1 #B1-08/11, CHANGI CITY POINT S(486038)",1.3343251596936,103.962389299537,True
401,401,SE11D22K000,Mmmm!,WATER TIGER INVESTMENTS PTE. LTD.,"5 CHANGI BUSINESS PARK CENTRAL 1 #B1-23, CHANGI CITY POINT S(486038)",1.3343251596936,103.962389299537,True
402,402,SE12D97J000,New Zealand Fresh,NEW ZEALAND FRESH PTE. LTD.,"201 TELOK KURAU ROAD #01-05, S(423910)",1.31212247482399,103.911185983674,True
403,403,SE12F88V000,SARATHI STORE,SARATHI STORES PTE. LTD.,"91 UPPER PAYA LEBAR ROAD, S(534821)",1.33748492906751,103.887004163685,True
404,404,SE12G19X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"8 CHANGI BUSINESS PARK AVENUE 1, UE BIZHUB EAST S(486018) #01-51 & #02-51",1.33482754707221,103.963943942215,True
405,405,SE13135L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"311 NEW UPPER CHANGI ROAD #B2-60, BEDOK MALL S(467360)",1.3247936058839,103.929360375114,True
406,406,SE13S71X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"57 NEW UPPER CHANGI ROAD #01-1334, S(461057)",1.32425201243512,103.941571885143,True
407,407,SE13S89V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 FIRST STREET #01-05-16, SIGLAP V S(458278)",1.31275329709404,103.923657863473,True
